LAMMPS data file via write_data, version 29 Oct 2020, timestep = 10510000

10000 atoms
1 atom types
9500 bonds
1 bond types

-11.365964496773326 11.365964496773326 xlo xhi
-11.365964496773326 11.365964496773326 ylo yhi
-11.365964496773326 11.365964496773326 zlo zhi

Atoms # bond

530 27 1 -10.824406024397758 -4.172942062522322 -7.0489875315904085 1 1 0
5513 276 1 -11.040714579768688 -10.372315977885002 -10.159396931772385 2 0 1
1556 78 1 -4.955633879328155 -10.779984401244185 -2.7278000799224067 0 1 -1
8479 424 1 -1.367970563387221 -9.019214180567493 -10.515933341793078 0 0 1
5425 272 1 -10.494270773918341 -10.599562410167572 -10.982144583170152 0 1 0
3169 159 1 -9.472149260657666 -10.81563011490003 -10.66153889079845 1 1 1
8358 418 1 -0.1218566138427235 -2.867451061149774 -4.957908748886703 0 0 0
8924 447 1 -0.40585287953127747 -8.88523401841435 -7.028597664855045 -1 0 -1
1751 88 1 -9.966320653064335 -1.597752613923051 -10.428495796319845 0 0 0
3166 159 1 -8.380559665491175 -10.62335964697387 -10.310320058948665 1 1 1
2201 111 1 -7.0087995695310195 -10.781262156832417 -10.505571111242656 0 1 0
7026 352 1 -7.409304034296822 -9.945047803328091 -9.750021197454874 0 0 0
1654 83 1 -8.415920627881484 -10.559998679112013 -0.5788620538553371 0 0 0
4078 204 1 -5.724382333196621 -10.447620428857494 -10.29060419244421 0 0 2
8922 447 1 -1.0196832716550635 -9.513544433633903 -8.41751164812714 -1 0 -1
9880 494 1 -4.536024832933209 -10.732055213514792 -10.917536535350203 0 0 2
9871 494 1 -3.7174671115321845 -10.204954657059975 -10.68258127703958 0 0 2
6501 326 1 -0.15011655263128887 -2.813977449354928 -8.068136180203867 0 0 0
3334 167 1 -0.3564417848288812 -4.707018062603243 -0.5157027618577441 0 0 0
3514 176 1 -2.115925099466171 -10.811692669721632 -9.63631759759122 0 2 1
5116 256 1 -4.325577892788105 -0.1639823139955361 -7.2408215788307375 -2 -1 0
9565 479 1 -0.021893313849584928 -6.787907959684207 -2.7153039985313914 0 0 1
9875 494 1 -3.091160016220387 -11.106408074257974 -9.590170452232263 0 0 2
8047 403 1 -1.6493716375815435 -10.938448803020638 -10.87093462074392 0 0 1
8477 424 1 -0.0863198784131427 -9.30942815168747 -10.593454653916481 0 0 1
8048 403 1 -0.6614262712264924 -11.001873997996464 -10.692130867733384 0 0 1
9361 469 1 -9.976808917693129 -7.547586911909368 -11.139546819637284 1 0 0
8080 404 1 -9.728513054480167 -9.204855220277768 -10.75104115450691 1 0 0
3165 159 1 -8.814895757185763 -9.814312925981302 -10.730971793205011 1 1 1
7719 386 1 -8.745612324358666 -8.69693993691929 -10.201415310301668 0 -1 1
3172 159 1 -9.876297565261623 -8.278339507325661 -10.181348040328364 1 1 1
8018 401 1 -0.3865874224169854 -7.4887239952116715 -5.685584246965792 0 0 0
9877 494 1 -4.474923462439459 -11.334531006497023 -8.710559342347759 0 0 2
7027 352 1 -7.625318268030686 -8.940938920676546 -9.899895290264231 0 0 0
4520 226 1 -11.151800263272865 -11.036512311795427 -2.1773841439562283 1 0 0
7025 352 1 -6.613381247851133 -9.644550448159272 -10.321336465986853 0 0 0
2056 103 1 -5.84513333605723 -7.688437651788702 -10.186040304193156 1 0 1
4077 204 1 -5.454034509326364 -9.699582765921438 -10.778992162086233 0 0 2
2055 103 1 -6.338800835332446 -8.61717648027 -10.067930033098008 1 0 1
9872 494 1 -3.5934092064521526 -9.217244185201846 -10.639253920630994 0 0 2
1752 88 1 -8.994255401362032 -1.981642133485762 -10.506268093493357 0 0 0
4076 204 1 -4.58527341703305 -9.853073961839977 -10.26183871926587 0 0 2
701 36 1 -8.064635270740286 -0.40606024204979185 -0.9664867243734552 0 -1 1
9869 494 1 -2.188534966987156 -9.871991600993592 -9.896085101091609 0 0 2
9870 494 1 -2.756732563560421 -10.495034547195099 -10.493263340074746 0 0 2
8900 445 1 -5.245856559242484 -11.168601707387797 -1.681749514837545 -1 1 -1
8478 424 1 -0.9201469083598575 -9.909601442417523 -10.57049943885221 0 0 1
2692 135 1 -3.467774767641905 -2.8829992022499233 -11.316094828844934 0 -1 0
2810 141 1 -4.327225854418771 -0.8011844824131096 -11.008097606177605 0 1 0
2043 103 1 -0.4003024835901883 -8.027174967042448 -10.18981902957407 1 0 1
9782 490 1 -0.3204540490575454 -9.594021897283636 -0.23175196684968213 1 1 0
8714 436 1 -2.4728725502216022 -1.7749386794461959 -10.98887898896975 0 0 2
9362 469 1 -10.811938822540231 -7.463437729352695 -10.5099441827076 1 0 0
7772 389 1 -10.289676223545882 -6.524098751160872 -10.420399869612952 -1 0 0
7773 389 1 -9.63161118123461 -6.238786183751473 -11.15193742721144 -1 0 0
8338 417 1 -9.477213114804675 -7.620549488398138 -1.8940379647305416 1 0 0
9685 485 1 -1.115400139216165 -1.9919635520764842 -0.7513046216498793 0 0 0
1655 83 1 -8.059126221310244 -10.736540685409159 -1.4523692854497767 0 0 0
315 16 1 -4.078817508343066 -10.952850656061777 -4.493162530455713 0 1 0
3173 159 1 -9.125471335055034 -7.623606955975302 -10.445515678919154 1 1 1
7777 389 1 -8.096155550482859 -7.184947571478182 -10.838492727260693 -1 0 0
